name,company,model,edition,year,owner,fuel,seller_type,transmission,km_driven,mileage_mpg,engine_cc,max_power_bhp,torque_nm,seats,selling_price
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2012,Third,Petrol,Individual,Manual,80000,49.16,998.0,67.1,90.0,5.0,235000
Tata Indica DLS,Tata,Indica,DLS,2005,Fourth & Above,Diesel,Individual,Manual,100000,,,,,,60000
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2016,First,Petrol,Individual,Manual,15000,47.94,1197.0,81.8,113.0,5.0,500000
Mahindra Bolero DI,Mahindra,Bolero,DI,2004,Second,Diesel,Individual,Manual,150000,31.95,2523.0,63.0,180.0,7.0,120000
Maruti Estilo LXI,Maruti,Estilo,LXI,2009,Third,Petrol,Individual,Manual,63000,,,,,,155000
Skoda Rapid 1.5 TDI AT Style Plus,Skoda,Rapid,1.5 TDI AT Style Plus,2016,First,Diesel,Dealer,Automatic,88000,50.9,1498.0,103.52,250.0,5.0,675000
Toyota Innova 2.5 Z Diesel 7 Seater BS IV,Toyota,Innova,2.5 Z Diesel 7 Seater BS IV,2014,First,Diesel,Dealer,Manual,80000,30.53,2494.0,100.6,200.0,7.0,950000
Mahindra XUV500 W5 BSIV,Mahindra,XUV500,W5 BSIV,2018,First,Diesel,Dealer,Manual,59865,35.5,2179.0,152.87,360.0,7.0,1051000
Volkswagen Polo 2015-2019 GT 1.5 TDI,Volkswagen,Polo,2015-2019 GT 1.5 TDI,2016,First,Diesel,Dealer,Manual,60000,50.5,1498.0,108.5,250.0,5.0,591000
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2015,First,Diesel,Dealer,Manual,72000,52.97,1396.0,88.73,219.7,5.0,585000
Honda City i-VTEC CVT ZX,Honda,City,i-VTEC CVT ZX,2017,First,Petrol,Dealer,Automatic,68140,42.3,1497.0,117.6,145.0,5.0,1025000
Maruti Swift VDI,Maruti,Swift,VDI,2014,First,Diesel,Dealer,Manual,53190,66.75,1248.0,74.0,190.0,5.0,450000
Hyundai i20 2015-2017 Sportz 1.4 CRDi,Hyundai,i20,2015-2017 Sportz 1.4 CRDi,2014,First,Diesel,Dealer,Manual,70100,52.97,1396.0,88.73,219.7,5.0,484999
Honda Jazz 1.5 S i DTEC,Honda,Jazz,1.5 S i DTEC,2018,First,Diesel,Dealer,Manual,47725,64.1,1498.0,98.6,200.0,5.0,650000
Maruti Swift Dzire VDI,Maruti,Swift,Dzire VDI,2014,Second,Diesel,Dealer,Manual,70195,66.75,1248.0,74.02,190.0,5.0,434999
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2011,Second,Diesel,Dealer,Manual,77395,47.0,1399.0,68.0,160.0,5.0,195000
Mahindra Marazzo M2 8Str BSIV,Mahindra,Marazzo,M2 8Str BSIV,2019,First,Diesel,Dealer,Manual,17000,40.66,1497.0,121.0,300.0,8.0,1000000
Hyundai Elantra CRDi SX Option AT,Hyundai,Elantra,CRDi SX Option AT,2013,First,Diesel,Dealer,Automatic,64000,34.34,1498.0,113.42,250.0,5.0,650000
Chevrolet Beat Diesel LS,Chevrolet,Beat,Diesel LS,2014,First,Diesel,Dealer,Manual,74321,59.78,936.0,56.3,142.5,5.0,190000
Maruti Swift Dzire ZDI,Maruti,Swift,Dzire ZDI,2013,Second,Diesel,Dealer,Manual,80235,66.75,1248.0,74.02,190.0,5.0,409999
Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Creta,1.6 CRDi AT SX Plus,2016,First,Diesel,Dealer,Automatic,77150,39.97,1582.0,126.2,259.9,5.0,1050000
Volkswagen Vento 1.5 TDI Highline Plus AT,Volkswagen,Vento,1.5 TDI Highline Plus AT,2015,First,Diesel,Dealer,Automatic,69000,52.06,1498.0,108.6,250.0,5.0,651000
Maruti SX4 S Cross 2015-2017 DDiS 200 Alpha,Maruti,SX4,S Cross 2015-2017 DDiS 200 Alpha,2015,First,Diesel,Dealer,Manual,57000,55.56,1248.0,88.5,200.0,5.0,650000
Skoda Rapid 1.5 TDI Ambition Plus,Skoda,Rapid,1.5 TDI Ambition Plus,2017,First,Diesel,Dealer,Manual,89000,49.7,1498.0,103.6,250.0,5.0,750000
Volkswagen Passat Highline DSG S (Spl. Edition),Volkswagen,Passat,Highline DSG S (Spl. Edition),2012,First,Diesel,Dealer,Automatic,61100,33.6,1968.0,140.0,358.92339,5.0,799000
Skoda Octavia Ambiente 1.9 TDI,Skoda,Octavia,Ambiente 1.9 TDI,2010,First,Diesel,Individual,Manual,116000,43.94,1896.0,66.0,210.0,5.0,355000
Hyundai Verna 1.6 CRDi S Option,Hyundai,Verna,1.6 CRDi S Option,2015,First,Diesel,Individual,Manual,80000,56.16,1582.0,126.32,259.8,5.0,600000
Maruti Swift VDI,Maruti,Swift,VDI,2018,First,Diesel,Individual,Manual,26000,66.75,1248.0,74.0,190.0,5.0,685000
Maruti Swift LDI,Maruti,Swift,LDI,2018,First,Diesel,Individual,Manual,100000,66.75,1248.0,74.0,190.0,5.0,509999
Maruti Alto Green LXi (CNG),Maruti,Alto,Green LXi (CNG),2012,Second,CNG,Individual,Manual,82300,0.04294,796.0,38.4,62.0,5.0,150000
Maruti Swift Dzire Vdi BSIV,Maruti,Swift,Dzire Vdi BSIV,2017,First,Diesel,Individual,Manual,82050,45.34,1248.0,73.9,190.0,5.0,650000
Toyota Etios VD,Toyota,Etios,VD,2012,First,Diesel,Individual,Manual,74500,,,,,,400000
Mahindra XUV500 W8 4WD,Mahindra,XUV500,W8 4WD,2012,Second,Diesel,Individual,Manual,120000,35.5,2179.0,140.0,330.0,7.0,675000
Renault KWID AMT,Renault,KWID,AMT,2018,First,Petrol,Individual,Automatic,30000,56.5,999.0,67.0,91.0,5.0,319000
Honda Amaze S Petrol BSIV,Honda,Amaze,S Petrol BSIV,2019,First,Petrol,Individual,Manual,6000,45.8,1199.0,88.76,110.0,5.0,640000
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2017,First,Petrol,Individual,Manual,30000,43.72,1197.0,81.83,114.7,5.0,650000
Maruti Ertiga VDI,Maruti,Ertiga,VDI,2015,First,Diesel,Individual,Manual,70000,48.8,1248.0,88.76,200.0,7.0,650000
Maruti Alto Green LXi (CNG),Maruti,Alto,Green LXi (CNG),2010,Second,CNG,Individual,Manual,70000,0.04294,796.0,38.4,62.0,5.0,155000
Maruti Swift Ldi BSIII,Maruti,Swift,Ldi BSIII,2008,First,Diesel,Individual,Manual,120000,41.84,1248.0,75.0,190.0,5.0,175000
Hyundai Grand i10 CRDi SportZ Edition,Hyundai,Grand,i10 CRDi SportZ Edition,2014,Third,Diesel,Individual,Manual,76000,56.4,1120.0,70.0,159.8,5.0,375000
Hyundai Grand i10 CRDi Asta,Hyundai,Grand,i10 CRDi Asta,2014,Second,Diesel,Individual,Manual,80000,56.4,1120.0,70.0,160.0,5.0,430000
Tata Indica V2 DLS,Tata,Indica,V2 DLS,2008,Second,Diesel,Individual,Manual,110000,40.4,1396.0,53.5,83.35652499999999,5.0,65000
Hyundai Accent GLS,Hyundai,Accent,GLS,2009,Third,Petrol,Individual,Manual,70000,31.02,1495.0,94.0,122.583125,5.0,150000
Hyundai i20 Active S Petrol,Hyundai,i20,Active S Petrol,2019,First,Petrol,Individual,Manual,13000,40.4,1197.0,81.86,114.73,5.0,620000
Ford Classic 1.6 Duratec CLXI,Ford,Classic,1.6 Duratec CLXI,2013,Second,Petrol,Individual,Manual,60000,33.12,1596.0,99.6,146.0,5.0,250000
Maruti Ritz VDi,Maruti,Ritz,VDi,2011,First,Diesel,Individual,Manual,165000,49.6,1248.0,73.9,113.0,5.0,275000
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,Tavera,Neo 3 LS 10 Seats BSIII,2013,Second,Diesel,Individual,Manual,120000,31.9,2499.0,72.4,171.0,10.0,454000
Mahindra TUV 300 T4,Mahindra,TUV,300 T4,2017,Second,Diesel,Individual,Manual,30000,43.44,1493.0,100.0,240.0,7.0,600000
Volkswagen Vento Diesel Comfortline,Volkswagen,Vento,Diesel Comfortline,2011,Second,Diesel,Individual,Manual,100000,48.28,1598.0,103.6,250.0,5.0,400000
Mahindra Renault Logan 1.5 DLE Diesel,Mahindra,Renault,Logan 1.5 DLE Diesel,2007,Second,Diesel,Individual,Manual,187000,45.12,1461.0,65.0,156.9064,5.0,180000
Maruti Vitara Brezza VDi,Maruti,Vitara,Brezza VDi,2016,First,Diesel,Individual,Manual,70000,57.1,1248.0,88.5,200.0,5.0,750000
Maruti Swift VXI Optional,Maruti,Swift,VXI Optional,2016,First,Petrol,Individual,Manual,40000,47.94,1197.0,81.8,113.0,5.0,500000
Honda Mobilio RS Option i DTEC,Honda,Mobilio,RS Option i DTEC,2015,First,Diesel,Individual,Manual,46000,57.56,1498.0,98.6,200.0,7.0,1000000
Maruti Baleno Alpha 1.3,Maruti,Baleno,Alpha 1.3,2017,First,Diesel,Individual,Manual,24400,64.4,1248.0,74.0,190.0,5.0,740000
Volkswagen Vento 1.5 TDI Highline Plus AT BSIV,Volkswagen,Vento,1.5 TDI Highline Plus AT BSIV,2018,First,Diesel,Dealer,Automatic,29899,52.06,1498.0,108.6,250.0,5.0,1290000
Hyundai Grand i10 Nios Sportz,Hyundai,Grand,i10 Nios Sportz,2020,First,Petrol,Dealer,Manual,2000,48.66,1197.0,81.86,113.75,5.0,775000
Renault Lodgy 85PS RxL,Renault,Lodgy,85PS RxL,2017,First,Diesel,Dealer,Manual,34000,49.44,1461.0,83.8,200.0,8.0,695000
Hyundai Elite i20 Asta Option CVT BSIV,Hyundai,Elite,i20 Asta Option CVT BSIV,2018,First,Petrol,Dealer,Automatic,31000,40.88,1197.0,81.86,117.0,5.0,730000
Chevrolet Trailblazer LTZ 4X2 AT,Chevrolet,Trailblazer,LTZ 4X2 AT,2016,Second,Diesel,Dealer,Automatic,46000,26.9,2776.0,197.2,500.0,7.0,1295000
Isuzu MU 7 AT Premium,Isuzu,MU,7 AT Premium,2016,First,Diesel,Dealer,Automatic,121000,28.39,2999.0,161.0,333.0,7.0,1160000
Mercedes-Benz GLC 220d 4MATIC,Mercedes-Benz,GLC,220d 4MATIC,2017,First,Diesel,Dealer,Automatic,60000,0.0,1950.0,194.0,400.0,5.0,3300000
Maruti Celerio ZXI Optional AMT BSIV,Maruti,Celerio,ZXI Optional AMT BSIV,2016,First,Petrol,Dealer,Automatic,10000,54.28,998.0,67.04,90.0,5.0,434999
Mercedes-Benz GL-Class 220d 4MATIC Sport,Mercedes-Benz,GL-Class,220d 4MATIC Sport,2018,First,Diesel,Dealer,Automatic,6000,42.06,2143.0,170.0,400.0,5.0,4600000
Hyundai Creta 1.6 CRDi SX,Hyundai,Creta,1.6 CRDi SX,2015,First,Diesel,Dealer,Manual,59235,46.22,1582.0,126.2,259.9,5.0,850000
BMW X4 M Sport X xDrive20d,BMW,X4,M Sport X xDrive20d,2019,First,Diesel,Dealer,Automatic,21000,39.44,1995.0,190.0,400.0,5.0,5800000
Honda Amaze S i-Dtech,Honda,Amaze,S i-Dtech,2014,First,Diesel,Individual,Manual,48000,60.62,1498.0,98.6,200.0,5.0,520000
Mahindra Xylo D4,Mahindra,Xylo,D4,2018,First,Diesel,Individual,Manual,114000,35.12,2489.0,93.7,218.0,7.0,650000
Maruti Swift Dzire LDi,Maruti,Swift,Dzire LDi,2011,Second,Diesel,Individual,Manual,120000,45.34,1248.0,73.9,190.0,5.0,430000
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,i20,Magna Optional 1.4 CRDi,2013,First,Diesel,Individual,Manual,144000,51.47,1396.0,88.8,219.7,5.0,360000
Hyundai i20 Magna Optional 1.4 CRDi,Hyundai,i20,Magna Optional 1.4 CRDi,2013,First,Diesel,Individual,Manual,144000,51.47,1396.0,88.8,219.7,5.0,350000
Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Vitara,Brezza ZDi Plus Dual Tone,2016,First,Diesel,Individual,Manual,190000,57.1,1248.0,88.5,200.0,5.0,791000
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Innova,2.5 G (Diesel) 7 Seater,2015,Second,Diesel,Individual,Manual,190000,30.53,2494.0,100.6,200.0,7.0,950000
Maruti Swift VDI,Maruti,Swift,VDI,2019,First,Diesel,Individual,Manual,20000,66.75,1248.0,74.0,190.0,5.0,690000
Hyundai Verna CRDi 1.6 EX,Hyundai,Verna,CRDi 1.6 EX,2017,Second,Diesel,Individual,Manual,40000,51.7,1582.0,126.2,259.87,5.0,860000
Maruti Swift Dzire Vdi BSIV,Maruti,Swift,Dzire Vdi BSIV,2012,First,Diesel,Individual,Manual,100000,45.34,1248.0,73.9,190.0,5.0,371000
Tata Indica V2 DLX TC,Tata,Indica,V2 DLX TC,2008,Second,Diesel,Individual,Manual,60000,39.47,1405.0,68.0,127.48644999999999,5.0,45000
Ford Fiesta 1.4 ZXi TDCi Limited Edition,Ford,Fiesta,1.4 ZXi TDCi Limited Edition,2006,First,Diesel,Individual,Manual,201000,41.84,1399.0,68.0,159.848395,5.0,55000
Volkswagen Vento Diesel Highline,Volkswagen,Vento,Diesel Highline,2011,First,Diesel,Individual,Manual,110000,48.28,1598.0,103.6,250.0,5.0,240000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,Second,Diesel,Individual,Manual,77215,59.22,1248.0,74.0,190.0,5.0,495000
Maruti Swift 1.3 LXI,Maruti,Swift,1.3 LXI,2005,First,Petrol,Individual,Manual,50000,,,,,,170000
Honda Jazz 1.2 S i VTEC,Honda,Jazz,1.2 S i VTEC,2015,First,Petrol,Dealer,Manual,48228,43.94,1199.0,88.7,110.0,5.0,671000
Maruti Swift VDI Optional,Maruti,Swift,VDI Optional,2017,First,Diesel,Dealer,Manual,58559,59.22,1248.0,74.0,190.0,5.0,693000
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2010,First,Diesel,Dealer,Manual,72179,,,,,,352000
Honda City i DTec SV,Honda,City,i DTec SV,2016,First,Diesel,Dealer,Manual,50856,61.1,1498.0,98.6,200.0,5.0,802999
Honda City i VTEC VX,Honda,City,i VTEC VX,2017,First,Petrol,Individual,Manual,18300,41.84,1497.0,117.3,145.0,5.0,890000
Maruti Swift LDI,Maruti,Swift,LDI,2015,First,Diesel,Dealer,Manual,59292,66.75,1248.0,74.0,190.0,5.0,495000
Maruti Celerio ZXI Optional AMT BSIV,Maruti,Celerio,ZXI Optional AMT BSIV,2018,First,Petrol,Dealer,Automatic,10000,54.28,998.0,67.04,90.0,5.0,545000
Maruti Baleno Zeta Automatic,Maruti,Baleno,Zeta Automatic,2018,First,Petrol,Dealer,Automatic,21147,50.28,1197.0,83.1,115.0,5.0,775000
Honda City i-DTEC ZX,Honda,City,i-DTEC ZX,2017,First,Diesel,Dealer,Manual,69000,60.16,1498.0,97.9,200.0,5.0,925000
Maruti Swift AMT VDI,Maruti,Swift,AMT VDI,2018,First,Diesel,Dealer,Automatic,16000,66.75,1248.0,74.0,190.0,5.0,790000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,Toyota,Innova,Crysta 2.4 VX MT 8S BSIV,2017,First,Diesel,Dealer,Manual,36000,32.16,2393.0,147.8,343.0,8.0,1789999
Maruti Baleno Delta,Maruti,Baleno,Delta,2017,First,Petrol,Dealer,Manual,37000,49.38,1197.0,81.8,113.0,5.0,620000
Maruti Celerio VDi,Maruti,Celerio,VDi,2016,First,Diesel,Dealer,Manual,61173,64.94,793.0,47.0,125.0,5.0,375000
Maruti Swift VDI BSIV W ABS,Maruti,Swift,VDI BSIV W ABS,2016,First,Diesel,Dealer,Manual,77321,,,,,,595000
Audi A4 35 TDI Premium Plus,Audi,A4,35 TDI Premium Plus,2016,First,Diesel,Dealer,Automatic,30000,42.88,1968.0,187.74,400.0,5.0,2450000
Mahindra XUV500 W8 2WD,Mahindra,XUV500,W8 2WD,2014,First,Diesel,Dealer,Manual,75000,35.5,2179.0,140.0,330.0,7.0,850000
Maruti Baleno Alpha CVT,Maruti,Baleno,Alpha CVT,2017,First,Petrol,Dealer,Automatic,51000,45.97,1197.0,81.8,113.0,5.0,750000
Maruti Baleno Alpha,Maruti,Baleno,Alpha,2018,First,Petrol,Dealer,Manual,17000,49.38,1197.0,81.8,113.0,5.0,775000
Maruti Swift Vdi BSIII,Maruti,Swift,Vdi BSIII,2008,Second,Diesel,Individual,Manual,100000,41.84,1248.0,75.0,190.0,5.0,260000
Audi A6 2.0 TDI Premium Plus,Audi,A6,2.0 TDI Premium Plus,2013,Second,Diesel,Individual,Automatic,35000,41.56,1968.0,174.33,380.0,5.0,2000000
Mahindra XUV500 AT W10 AWD,Mahindra,XUV500,AT W10 AWD,2016,Third,Diesel,Individual,Automatic,91567,37.6,2179.0,140.0,330.0,7.0,1300000
Maruti Celerio VXI,Maruti,Celerio,VXI,2017,First,Petrol,Individual,Manual,50000,54.28,998.0,67.04,90.0,5.0,380000
Hyundai Grand i10 1.2 Kappa Sportz Option,Hyundai,Grand,i10 1.2 Kappa Sportz Option,2017,First,Petrol,Individual,Manual,60000,44.4,1197.0,81.86,113.75,5.0,480000
Maruti Alto 800 LXI,Maruti,Alto,800 LXI,2016,Second,Petrol,Individual,Manual,35000,53.44,796.0,47.3,69.0,5.0,240000
Hyundai Verna 1.4 VTVT,Hyundai,Verna,1.4 VTVT,2014,First,Petrol,Individual,Manual,33400,40.97,1396.0,105.5,135.3,5.0,500000
Maruti Swift LXI Optional-O,Maruti,Swift,LXI Optional-O,2015,First,Petrol,Individual,Manual,36000,47.94,1197.0,83.11,113.0,5.0,420000
Ford Figo Diesel ZXI,Ford,Figo,Diesel ZXI,2011,Second,Diesel,Individual,Manual,180000,47.0,1399.0,68.0,160.0,5.0,130000
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2012,First,Petrol,Individual,Manual,80000,49.16,998.0,67.1,90.0,5.0,110000
Maruti Alto LX BSIII,Maruti,Alto,LX BSIII,2007,Second,Petrol,Individual,Manual,120000,46.28,796.0,46.3,62.0,5.0,120000
Maruti Swift Dzire AMT ZDI,Maruti,Swift,Dzire AMT ZDI,2017,First,Diesel,Individual,Automatic,80000,66.75,1248.0,74.02,190.0,5.0,700000
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2018,First,Diesel,Individual,Manual,120000,66.75,1248.0,74.02,190.0,5.0,550000
Tata Indigo CS LX (TDI) BS-III,Tata,Indigo,CS LX (TDI) BS-III,2014,Second,Diesel,Individual,Manual,110000,44.88,1405.0,69.01,135.0,5.0,190000
Toyota Etios Liva 1.4 VD,Toyota,Etios,Liva 1.4 VD,2018,First,Diesel,Individual,Manual,70000,55.44,1364.0,67.04,170.0,5.0,665000
Mahindra Xylo D4,Mahindra,Xylo,D4,2014,Second,Diesel,Individual,Manual,120000,35.12,2489.0,93.7,218.0,7.0,445000
Hyundai i20 Magna 1.4 CRDi (Diesel),Hyundai,i20,Magna 1.4 CRDi (Diesel),2012,Second,Diesel,Dealer,Manual,92686,51.47,1396.0,88.76,219.6,5.0,340000
Hyundai Sonata 2.0L CRDi MT,Hyundai,Sonata,2.0L CRDi MT,2009,First,Diesel,Individual,Manual,180000,31.95,1991.0,142.0,323.61945,5.0,330000
Tata Manza Club Class Quadrajet90 LX,Tata,Manza,Club Class Quadrajet90 LX,2012,First,Diesel,Individual,Manual,80000,49.4,1248.0,88.76,200.0,5.0,270000
Mahindra XUV500 AT W8 FWD,Mahindra,XUV500,AT W8 FWD,2015,First,Diesel,Individual,Automatic,70000,37.6,2179.0,140.0,330.0,7.0,1044999
Maruti Swift Ldi BSIV,Maruti,Swift,Ldi BSIV,2009,First,Diesel,Individual,Manual,117000,41.84,1248.0,75.0,190.0,5.0,279000
Skoda Octavia L and K 1.9 TDI (MT),Skoda,Octavia,L and K 1.9 TDI (MT),2007,Second,Diesel,Individual,Manual,100000,39.0,1896.0,122.4,209.86230999999998,5.0,250000
Hyundai Verna 1.6 SX VTVT AT,Hyundai,Verna,1.6 SX VTVT AT,2012,First,Petrol,Individual,Automatic,83000,37.0,1591.0,121.3,154.9,5.0,475000
Chevrolet Cruze LTZ AT,Chevrolet,Cruze,LTZ AT,2016,First,Diesel,Individual,Automatic,67600,34.8,1998.0,163.7,360.0,5.0,750000
Mitsubishi Pajero Sport Anniversary Edition,Mitsubishi,Pajero,Sport Anniversary Edition,2015,Second,Diesel,Individual,Manual,160000,31.72,2477.0,178.0,400.0,7.0,1250000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2014,Second,Petrol,Individual,Manual,80000,49.6,814.0,55.2,74.5,5.0,250000
Honda Amaze VX i-DTEC,Honda,Amaze,VX i-DTEC,2013,First,Diesel,Individual,Manual,100000,60.62,1498.0,98.6,200.0,5.0,445000
Volkswagen Jetta 2.0 TDI Comfortline,Volkswagen,Jetta,2.0 TDI Comfortline,2010,First,Diesel,Individual,Manual,100000,35.25,1896.0,105.0,250.069575,5.0,400000
Hyundai i20 1.4 CRDi Era,Hyundai,i20,1.4 CRDi Era,2010,Second,Diesel,Individual,Manual,90000,54.06,1396.0,90.0,219.66895999999997,5.0,350000
Skoda Rapid Ultima 1.6 TDI Elegance,Skoda,Rapid,Ultima 1.6 TDI Elegance,2012,First,Diesel,Individual,Manual,140000,48.2,1598.0,103.5,250.0,5.0,295000
Maruti Swift Dzire VXI 1.2,Maruti,Swift,Dzire VXI 1.2,2018,First,Petrol,Individual,Manual,25000,49.84,1197.0,81.8,113.0,5.0,600000
Toyota Innova Crysta 2.4 GX MT 8S BSIV,Toyota,Innova,Crysta 2.4 GX MT 8S BSIV,2018,First,Diesel,Individual,Manual,20000,32.16,2393.0,147.8,343.0,8.0,1650000
Maruti 800 AC,Maruti,800,AC,2012,First,Petrol,Individual,Manual,30000,37.84,796.0,37.0,59.0,4.0,100000
Ford Aspire Trend Plus,Ford,Aspire,Trend Plus,2018,First,Petrol,Individual,Manual,13000,47.94,1194.0,94.93,120.0,5.0,690000
Hyundai i20 1.2 Asta,Hyundai,i20,1.2 Asta,2018,First,Petrol,Individual,Manual,42000,43.72,1197.0,81.83,114.7,5.0,710000
Hyundai EON 1.0 Kappa Magna Plus Optional,Hyundai,EON,1.0 Kappa Magna Plus Optional,2018,Second,Petrol,Individual,Manual,10000,47.72,998.0,68.05,94.14,5.0,350000
Maruti Alto K10 2010-2014 VXI,Maruti,Alto,K10 2010-2014 VXI,2012,First,Petrol,Individual,Manual,13000,49.16,998.0,67.1,90.0,5.0,220000
Renault Triber RXZ BSIV,Renault,Triber,RXZ BSIV,2019,First,Petrol,Individual,Manual,6500,47.0,999.0,72.0,96.0,7.0,700000
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2013,Second,Petrol,Individual,Manual,49500,49.6,814.0,55.2,74.5,5.0,198000
Hyundai i20 1.4 CRDi Sportz,Hyundai,i20,1.4 CRDi Sportz,2011,First,Diesel,Individual,Manual,50000,54.06,1396.0,90.0,219.66895999999997,5.0,350000
Tata Indigo CR4,Tata,Indigo,CR4,2011,Second,Diesel,Individual,Manual,175000,55.38,1396.0,70.0,140.0,5.0,210000
Tata Indigo eCS LX BSIV,Tata,Indigo,eCS LX BSIV,2011,Second,Diesel,Individual,Manual,175000,54.12,1396.0,69.0,140.0,5.0,210000
Hyundai Accent Gvs,Hyundai,Accent,Gvs,2003,Third,Petrol,Individual,Manual,120000,,,,,,70000
Maruti Ritz ZDi,Maruti,Ritz,ZDi,2014,Third,Diesel,Individual,Manual,110000,54.53,1248.0,73.94,190.0,5.0,375000
Maruti Swift Dzire VXi,Maruti,Swift,Dzire VXi,2012,Second,Petrol,Individual,Manual,112048,41.12,1298.0,85.8,114.0,5.0,380000
Honda City 1.5 S MT,Honda,City,1.5 S MT,2010,Third,Petrol,Individual,Manual,98000,39.94,1497.0,118.0,146.0,5.0,360000
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2015,First,Diesel,Individual,Manual,41000,35.5,2179.0,140.0,330.0,7.0,944999
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,Chevrolet,Tavera,Neo 3 LS 10 Seats BSIII,2016,First,Diesel,Individual,Manual,120000,31.9,2499.0,72.4,171.0,10.0,620000
Toyota Platinum Etios 1.4 GXD,Toyota,Platinum,Etios 1.4 GXD,2018,First,Diesel,Individual,Manual,116000,55.44,1364.0,67.05,170.0,5.0,780000
Maruti Swift LXI,Maruti,Swift,LXI,2020,First,Petrol,Individual,Manual,1000,49.84,1197.0,81.8,113.0,5.0,445000
Hyundai Xcent 1.2 VTVT S AT,Hyundai,Xcent,1.2 VTVT S AT,2018,First,Petrol,Individual,Automatic,15000,40.78,1197.0,81.86,113.75,5.0,575000
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,Maruti,S-Cross,2017-2020 Delta DDiS 200 SH,2018,First,Diesel,Individual,Manual,5000,59.0,1248.0,88.5,200.0,5.0,975000
Tata Tiago 2019-2020 XZ Plus Dual Tone,Tata,Tiago,2019-2020 XZ Plus Dual Tone,2019,First,Petrol,Individual,Manual,3500,56.03,1199.0,83.83,114.0,5.0,450000
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2009,Second,Petrol,Individual,Manual,91000,,,,,,198000
Ford Figo 1.5D Trend MT,Ford,Figo,1.5D Trend MT,2017,First,Diesel,Individual,Manual,56000,60.7,1498.0,99.0,215.0,5.0,495000
Toyota Innova 2.5 G (Diesel) 7 Seater,Toyota,Innova,2.5 G (Diesel) 7 Seater,2013,First,Diesel,Individual,Manual,215000,30.53,2494.0,100.0,200.0,7.0,830000
Mahindra XUV500 W6 2WD,Mahindra,XUV500,W6 2WD,2012,First,Diesel,Individual,Manual,40000,35.5,2179.0,140.0,330.0,7.0,800000
Maruti Swift VDI BSIV W ABS,Maruti,Swift,VDI BSIV W ABS,2010,Third,Diesel,Individual,Manual,70000,,,,,,300000
Maruti Ritz VDi,Maruti,Ritz,VDi,2013,Second,Diesel,Individual,Manual,120000,54.53,1248.0,73.94,190.0,5.0,300000
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,Scorpio,2.6 SLX Turbo 7 Seater,2003,Second,Diesel,Individual,Manual,120000,24.67,2179.0,120.0,290.0,7.0,200000
Honda Brio 1.2 S MT,Honda,Brio,1.2 S MT,2017,First,Petrol,Dealer,Manual,30400,43.47,1198.0,86.8,109.0,5.0,480000
Honda BR-V i-DTEC VX MT,Honda,BR-V,i-DTEC VX MT,2017,First,Diesel,Dealer,Manual,24000,51.47,1498.0,98.6,200.0,7.0,950000
Honda BR-V i-VTEC VX MT,Honda,BR-V,i-VTEC VX MT,2017,First,Petrol,Dealer,Manual,30646,36.2,1497.0,117.3,145.0,7.0,840000
Hyundai Verna 1.6 CRDi S,Hyundai,Verna,1.6 CRDi S,2017,First,Diesel,Individual,Manual,15000,56.16,1582.0,126.2,259.9,5.0,800000
Volkswagen Vento 1.5 TDI Comfortline,Volkswagen,Vento,1.5 TDI Comfortline,2017,First,Diesel,Individual,Manual,50000,52.34,1498.0,108.6,250.0,5.0,750000
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2017,First,Petrol,Individual,Manual,34000,49.6,814.0,55.2,74.5,5.0,254999
Maruti Ertiga SHVS ZDI Plus,Maruti,Ertiga,SHVS ZDI Plus,2016,Second,Diesel,Individual,Manual,54000,57.62,1248.0,88.5,200.0,7.0,725000
Mercedes-Benz B Class B200 CDI Sport,Mercedes-Benz,B,Class B200 CDI Sport,2016,Second,Diesel,Individual,Automatic,40000,46.28,2143.0,134.1,300.0,5.0,1859000
